job_role,industry,education_level,location,company_type,company_size,years_experience,years_at_company,performance_rating,num_skills,certifications,projects_completed,promotions_received,overtime_hours_week,distance_from_work,monthly_hours,salary_lpa,increment_pct,promotion_prob
Engineering Manager,Startup,Master's,Hyderabad,Startup,Mid (50-500),1.2,0.1,3.2,6,0,2,2,7,5,195,38.76,8.2,0.7
HR Manager,Manufacturing,Master's,Ahmedabad,Mid-size,Small (<50),6.5,1.7,4.4,6,1,20,1,7,24,219,17.38,12.1,0.45
QA Engineer,Media & Entertainment,Bachelor's,Delhi NCR,MNC,Enterprise (5000+),0.2,0.2,3.7,9,1,12,1,0,18,239,25.22,11.6,0.54
Cloud Architect,Manufacturing,MBA,Kolkata,Mid-size,Enterprise (5000+),1.1,1.1,2.9,4,0,10,0,7,16,173,27.1,12.8,0.32
Marketing Manager,Education,Diploma,Ahmedabad,MNC,Mid (50-500),1.3,0.1,1.4,2,1,6,0,2,35,199,10.69,4.7,0.07
Cybersecurity Analyst,Consulting,MBA,Remote,Mid-size,Large (500-5000),0.2,0.2,4.8,4,0,12,2,0,1,193,24.49,15.4,0.96
Software Engineer,Education,PhD,Pune,MNC,Small (<50),1.4,1.4,4.0,4,1,12,1,3,2,156,19.85,12.3,0.54
Engineering Manager,Government/PSU,PhD,Pune,Indian Large Corp,Large (500-5000),5.6,1.7,2.7,5,0,14,2,2,0,174,37.95,8.9,0.37
HR Manager,Healthcare,PhD,Remote,Mid-size,Mid (50-500),0.5,0.5,3.9,8,1,9,2,5,20,200,20.53,13.3,0.84
Data Scientist,IT / Software,PhD,Pune,Startup,Small (<50),1.0,1.0,4.1,5,0,6,1,1,3,209,28.49,14.8,0.58
Tech Lead,E-Commerce,Bachelor's,Mumbai,Mid-size,Large (500-5000),2.6,2.6,3.1,3,1,15,0,5,1,132,37.67,9.4,0.31
UI/UX Designer,Healthcare,Diploma,Delhi NCR,Government/PSU,Large (500-5000),8.8,8.4,2.8,6,0,19,2,5,88,149,17.88,8.9,0.42
Operations Manager,Manufacturing,MBA,Delhi NCR,Mid-size,Enterprise (5000+),6.2,0.0,3.5,3,0,15,2,2,44,201,20.5,7.2,0.37
Marketing Manager,Consulting,PhD,Mumbai,Startup,Small (<50),10.9,0.5,3.1,8,1,21,2,7,14,158,27.29,9.4,0.39
ML Engineer,Education,Diploma,Tier-2 City,Mid-size,Small (<50),17.0,1.8,3.2,3,2,29,5,6,26,215,23.34,8.2,0.35
Cybersecurity Analyst,Manufacturing,High School,Tier-2 City,MNC,Enterprise (5000+),19.0,0.8,3.3,7,1,38,5,9,6,120,37.42,10.4,0.46
Cloud Architect,Manufacturing,PhD,Remote,Startup,Large (500-5000),10.0,4.0,3.4,5,1,27,2,0,1,144,37.78,10.4,0.3
Data Scientist,Healthcare,PhD,Ahmedabad,MNC,Large (500-5000),1.9,1.9,2.9,7,2,8,0,1,4,200,25.14,7.7,0.35
Engineering Manager,Finance & Banking,Diploma,Ahmedabad,Mid-size,Enterprise (5000+),1.7,0.2,2.8,5,3,11,1,2,0,141,32.69,10.6,0.46
Data Scientist,IT / Software,Diploma,Bangalore,Mid-size,Enterprise (5000+),1.8,1.8,2.9,9,2,10,0,8,4,135,29.9,8.9,0.3
Data Scientist,Healthcare,High School,Tier-2 City,Indian Large Corp,Enterprise (5000+),0.7,0.7,2.9,7,1,6,0,6,23,165,18.71,9.4,0.4
QA Engineer,Media & Entertainment,Bachelor's,Kolkata,Government/PSU,Mid (50-500),3.1,3.1,3.5,5,0,12,0,1,20,157,9.99,12.4,0.41
UI/UX Designer,Finance & Banking,PhD,Ahmedabad,Government/PSU,Enterprise (5000+),9.1,0.2,4.2,6,0,22,4,10,8,132,23.19,14.2,0.59
Finance Analyst,Consulting,High School,Hyderabad,Startup,Enterprise (5000+),6.3,0.6,2.7,3,3,18,1,0,48,187,25.38,5.8,0.26
HR Manager,Finance & Banking,Bachelor's,Chennai,Government/PSU,Large (500-5000),4.0,4.0,3.4,4,0,10,1,3,8,144,17.79,12.3,0.48
Senior Software Engineer,Manufacturing,Master's,Hyderabad,MNC,Enterprise (5000+),6.8,4.1,2.6,3,3,18,2,7,6,148,46.14,6.7,0.33
Data Analyst,Healthcare,PhD,Remote,MNC,Small (<50),6.2,1.8,2.9,4,2,16,1,2,82,155,22.02,10.6,0.23
DevOps Engineer,E-Commerce,Diploma,Remote,Indian Large Corp,Small (<50),1.5,0.3,3.2,5,3,6,0,6,31,153,20.58,12.0,0.28
Sales Executive,Startup,Diploma,Hyderabad,Indian Large Corp,Large (500-5000),3.9,3.0,4.1,3,2,18,0,9,11,197,17.06,12.4,0.37
ML Engineer,IT / Software,MBA,Pune,Indian Large Corp,Mid (50-500),6.7,6.7,3.2,7,1,17,1,4,34,193,29.24,12.2,0.4
Sales Executive,E-Commerce,Bachelor's,Mumbai,MNC,Mid (50-500),0.7,0.2,2.9,4,0,9,0,1,17,175,18.9,9.0,0.36
Software Engineer,Healthcare,Bachelor's,Remote,Mid-size,Small (<50),6.2,0.1,2.8,3,0,22,2,7,5,189,15.39,9.1,0.24
Product Manager,IT / Software,Bachelor's,Delhi NCR,Startup,Small (<50),0.9,0.9,3.1,3,0,6,1,9,5,183,26.78,8.7,0.46
Data Analyst,Government/PSU,Master's,Chennai,Government/PSU,Small (<50),4.9,4.9,3.1,6,1,19,1,9,60,220,13.4,8.1,0.4
QA Engineer,Healthcare,MBA,Remote,MNC,Large (500-5000),2.4,2.4,3.5,4,2,10,0,1,20,192,22.22,11.8,0.4
QA Engineer,IT / Software,PhD,Bangalore,Startup,Enterprise (5000+),4.8,0.0,2.5,6,0,13,2,1,34,172,30.47,9.0,0.45
UI/UX Designer,Finance & Banking,PhD,Ahmedabad,Startup,Small (<50),0.2,0.2,2.3,8,2,9,1,8,20,176,18.47,8.0,0.54
Data Analyst,Startup,Bachelor's,Delhi NCR,MNC,Mid (50-500),8.6,0.2,3.3,3,1,21,3,3,5,186,27.66,10.3,0.4
Finance Analyst,Startup,MBA,Tier-2 City,Mid-size,Enterprise (5000+),3.0,2.9,2.9,4,2,9,0,6,31,189,14.86,10.4,0.25
Engineering Manager,Manufacturing,MBA,Ahmedabad,Government/PSU,Enterprise (5000+),10.3,4.7,2.6,5,3,28,2,5,8,170,35.77,8.3,0.34
Data Scientist,Finance & Banking,PhD,Tier-2 City,Indian Large Corp,Enterprise (5000+),0.9,0.9,2.0,2,1,9,0,3,10,162,23.08,4.9,0.21
QA Engineer,Education,Diploma,Chennai,Startup,Enterprise (5000+),6.8,3.2,3.5,5,0,19,3,4,6,168,20.61,10.8,0.53
UI/UX Designer,Finance & Banking,PhD,Chennai,Startup,Large (500-5000),1.8,1.8,3.0,4,0,10,0,1,14,222,23.35,9.7,0.34
Finance Analyst,E-Commerce,Bachelor's,Ahmedabad,MNC,Small (<50),3.9,0.5,3.9,3,0,11,0,8,19,237,19.53,9.9,0.37
Data Analyst,Education,High School,Mumbai,Mid-size,Mid (50-500),1.1,1.1,3.9,4,2,9,0,0,1,160,15.69,12.1,0.41
Sales Executive,Startup,High School,Tier-2 City,Government/PSU,Large (500-5000),0.5,0.5,2.6,3,1,8,0,0,19,165,7.35,9.7,0.27
Data Scientist,Consulting,Master's,Kolkata,MNC,Large (500-5000),4.0,0.1,3.0,8,2,12,1,0,15,206,33.48,8.8,0.45
Engineering Manager,Consulting,Bachelor's,Mumbai,Government/PSU,Mid (50-500),0.6,0.6,3.2,6,1,8,1,5,28,157,30.02,11.6,0.57
ML Engineer,Government/PSU,PhD,Hyderabad,MNC,Large (500-5000),2.8,1.4,3.3,4,2,13,1,7,33,183,25.55,8.5,0.45
Sales Executive,Finance & Banking,Bachelor's,Pune,Government/PSU,Mid (50-500),1.6,0.1,3.4,3,1,9,1,6,15,143,13.04,9.4,0.47
UI/UX Designer,Startup,MBA,Remote,Government/PSU,Small (<50),1.1,1.1,2.0,6,0,6,2,3,69,133,13.42,7.2,0.64
Engineering Manager,Manufacturing,PhD,Bangalore,Indian Large Corp,Large (500-5000),0.3,0.3,2.2,5,2,11,0,4,19,208,42.1,8.2,0.17
Marketing Manager,Consulting,Bachelor's,Bangalore,Indian Large Corp,Mid (50-500),0.5,0.5,4.4,6,3,7,1,2,10,169,23.6,14.1,0.64
Tech Lead,Education,PhD,Mumbai,Indian Large Corp,Small (<50),7.2,2.3,3.5,3,1,22,1,5,0,195,36.88,10.7,0.38
Data Analyst,Media & Entertainment,PhD,Hyderabad,Startup,Enterprise (5000+),0.3,0.3,4.1,6,1,8,1,5,21,185,31.35,12.3,0.67
QA Engineer,E-Commerce,Bachelor's,Chennai,Mid-size,Large (500-5000),0.6,0.6,2.5,4,0,10,0,5,5,162,15.55,8.2,0.23
Tech Lead,Finance & Banking,MBA,Bangalore,Indian Large Corp,Mid (50-500),0.1,0.1,3.4,6,1,8,0,5,36,196,34.4,11.9,0.38
Engineering Manager,Finance & Banking,High School,Pune,Startup,Enterprise (5000+),13.0,4.3,3.9,7,1,26,4,0,9,156,66.81,10.0,0.5
Fresher / Junior Dev,Government/PSU,MBA,Kolkata,Mid-size,Mid (50-500),2.2,2.2,3.7,4,0,13,0,12,12,171,11.27,9.9,0.29
Operations Manager,Consulting,High School,Kolkata,MNC,Large (500-5000),9.6,4.3,2.7,4,1,22,2,8,0,181,21.69,8.0,0.26
Tech Lead,Media & Entertainment,Master's,Pune,MNC,Mid (50-500),3.5,1.8,2.9,5,2,14,1,6,31,195,37.03,8.4,0.29
Cybersecurity Analyst,IT / Software,MBA,Bangalore,Indian Large Corp,Large (500-5000),11.4,4.1,3.5,5,0,24,3,7,28,199,38.07,12.4,0.39
Business Analyst,Manufacturing,Diploma,Pune,Mid-size,Small (<50),1.4,1.4,3.6,5,1,7,0,8,22,181,15.3,12.2,0.43
Software Engineer,Education,Master's,Delhi NCR,Indian Large Corp,Enterprise (5000+),2.2,0.8,2.9,7,1,11,0,8,29,214,20.62,8.9,0.32
Sales Executive,Healthcare,PhD,Tier-2 City,Government/PSU,Large (500-5000),0.5,0.5,2.2,6,0,8,0,4,6,139,10.98,9.3,0.27
Data Analyst,IT / Software,Master's,Kolkata,MNC,Enterprise (5000+),4.2,1.3,2.8,6,1,15,1,3,13,198,25.73,9.6,0.39
Data Analyst,Startup,Bachelor's,Kolkata,Government/PSU,Enterprise (5000+),4.0,0.7,2.9,4,1,9,1,8,11,188,15.73,6.5,0.31
UI/UX Designer,Finance & Banking,Bachelor's,Kolkata,MNC,Large (500-5000),1.9,1.4,2.5,9,1,10,1,4,3,168,20.82,11.5,0.4
Product Manager,Government/PSU,MBA,Chennai,MNC,Enterprise (5000+),0.4,0.4,3.4,2,1,8,1,5,63,158,28.54,8.2,0.56
Data Scientist,Education,Diploma,Remote,Startup,Small (<50),9.7,6.8,2.4,5,0,25,3,3,0,160,16.96,7.0,0.31
Cybersecurity Analyst,Consulting,Bachelor's,Hyderabad,Mid-size,Mid (50-500),0.2,0.2,2.4,2,2,7,0,8,54,215,19.52,7.8,0.2
Data Analyst,Finance & Banking,MBA,Tier-2 City,Government/PSU,Mid (50-500),5.2,4.3,4.0,3,0,17,1,10,5,172,15.58,11.7,0.41
Cloud Architect,E-Commerce,Bachelor's,Hyderabad,MNC,Mid (50-500),8.6,2.4,3.7,8,0,19,2,0,27,186,47.42,12.4,0.48
Finance Analyst,E-Commerce,Diploma,Remote,Indian Large Corp,Small (<50),9.0,0.6,3.0,4,1,21,3,8,29,151,17.69,8.4,0.34
Product Manager,Government/PSU,PhD,Ahmedabad,Government/PSU,Enterprise (5000+),1.4,1.4,2.9,5,0,12,0,8,17,149,20.06,8.5,0.35
Tech Lead,Startup,PhD,Chennai,Mid-size,Mid (50-500),3.0,3.0,4.7,6,1,13,2,6,57,216,33.09,13.1,0.63
QA Engineer,Government/PSU,High School,Ahmedabad,Mid-size,Large (500-5000),4.6,1.7,3.3,3,1,14,1,2,20,145,11.82,10.6,0.38
Tech Lead,Consulting,High School,Tier-2 City,MNC,Large (500-5000),0.7,0.7,4.1,3,1,6,1,0,10,184,27.44,10.3,0.56
QA Engineer,IT / Software,Master's,Bangalore,Mid-size,Large (500-5000),3.6,3.3,3.4,6,1,15,0,3,58,183,22.69,10.8,0.37
Data Analyst,Finance & Banking,PhD,Remote,Government/PSU,Enterprise (5000+),6.4,0.8,2.8,7,2,19,1,7,43,203,22.87,8.9,0.33
QA Engineer,Media & Entertainment,MBA,Bangalore,Startup,Mid (50-500),23.9,8.1,2.8,6,2,44,7,7,9,177,32.6,8.1,0.35
DevOps Engineer,Government/PSU,MBA,Tier-2 City,Indian Large Corp,Small (<50),2.6,2.6,4.2,4,0,15,0,3,0,164,13.6,9.5,0.43
QA Engineer,Consulting,High School,Mumbai,Government/PSU,Mid (50-500),3.2,2.4,4.0,6,0,13,0,6,0,167,14.73,10.8,0.39
Senior Software Engineer,Government/PSU,Diploma,Ahmedabad,Government/PSU,Mid (50-500),5.5,2.9,3.1,5,2,13,1,0,14,140,15.5,9.2,0.38
Cloud Architect,Manufacturing,Bachelor's,Kolkata,Startup,Large (500-5000),0.6,0.6,2.4,5,0,8,1,4,7,164,23.41,6.9,0.57
Engineering Manager,Consulting,High School,Mumbai,Mid-size,Small (<50),14.9,0.9,3.4,4,0,31,4,0,15,173,46.64,10.3,0.49
Sales Executive,Education,PhD,Pune,Mid-size,Mid (50-500),3.6,2.6,3.1,5,1,17,0,0,46,198,16.25,10.1,0.29
DevOps Engineer,Startup,High School,Delhi NCR,Mid-size,Large (500-5000),0.6,0.6,3.3,4,0,9,1,1,6,182,17.96,11.3,0.62
Cybersecurity Analyst,Startup,Diploma,Mumbai,Mid-size,Enterprise (5000+),2.6,2.6,2.4,6,0,10,0,2,10,131,21.03,7.5,0.26
DevOps Engineer,Media & Entertainment,Diploma,Mumbai,Startup,Large (500-5000),5.4,3.1,2.4,4,1,13,1,8,24,143,25.28,6.8,0.31
Software Engineer,Manufacturing,Bachelor's,Delhi NCR,Indian Large Corp,Large (500-5000),3.8,3.8,2.1,7,1,14,1,3,10,217,22.79,4.3,0.3
Fresher / Junior Dev,Healthcare,Diploma,Delhi NCR,Indian Large Corp,Small (<50),0.7,0.7,3.2,7,1,8,0,0,2,188,13.16,7.4,0.33
Marketing Manager,Media & Entertainment,High School,Tier-2 City,Government/PSU,Small (<50),4.7,0.8,3.5,5,1,16,2,1,36,195,10.81,9.1,0.36
DevOps Engineer,E-Commerce,MBA,Remote,Startup,Mid (50-500),2.5,2.5,3.4,2,1,17,1,5,44,189,19.89,11.2,0.35
Product Manager,Startup,Diploma,Delhi NCR,Startup,Small (<50),0.0,0.0,3.5,6,0,10,0,0,0,156,21.85,12.0,0.39
UI/UX Designer,Healthcare,Bachelor's,Ahmedabad,Government/PSU,Large (500-5000),1.9,1.9,2.6,4,0,12,1,7,21,173,12.9,8.9,0.4
QA Engineer,Media & Entertainment,Diploma,Hyderabad,Mid-size,Enterprise (5000+),3.4,3.4,2.2,4,1,10,1,8,4,193,13.71,8.7,0.34
Business Analyst,Startup,Bachelor's,Ahmedabad,Startup,Large (500-5000),6.3,0.2,3.1,3,2,22,3,13,15,168,25.5,10.0,0.38
Cybersecurity Analyst,Media & Entertainment,MBA,Kolkata,Indian Large Corp,Mid (50-500),6.9,2.4,2.5,4,3,18,2,0,15,150,22.21,7.1,0.32
Engineering Manager,Manufacturing,Diploma,Bangalore,Startup,Large (500-5000),15.4,5.0,3.5,3,2,29,3,4,20,164,66.03,9.0,0.39
Sales Executive,Media & Entertainment,High School,Mumbai,Mid-size,Small (<50),6.7,2.9,3.1,5,0,18,1,0,9,195,13.32,7.6,0.4
Product Manager,Government/PSU,Bachelor's,Tier-2 City,Indian Large Corp,Enterprise (5000+),2.4,2.4,3.5,5,0,10,0,2,8,202,23.35,10.2,0.29
Data Analyst,Government/PSU,Diploma,Chennai,MNC,Enterprise (5000+),5.3,0.8,2.8,2,1,12,1,1,2,146,19.44,6.5,0.3
Senior Software Engineer,Media & Entertainment,Master's,Chennai,Indian Large Corp,Enterprise (5000+),14.1,1.8,3.4,5,2,27,4,8,23,195,44.51,7.9,0.51
Data Analyst,Healthcare,Bachelor's,Bangalore,Mid-size,Small (<50),0.3,0.2,4.2,5,0,8,0,4,0,146,18.04,10.6,0.35
DevOps Engineer,E-Commerce,Diploma,Bangalore,Mid-size,Enterprise (5000+),0.0,0.0,4.9,4,0,8,1,12,32,166,20.57,15.0,0.7
ML Engineer,Government/PSU,PhD,Ahmedabad,Government/PSU,Small (<50),3.4,0.8,3.7,5,1,12,1,3,2,171,13.27,13.2,0.48
Data Analyst,Manufacturing,High School,Hyderabad,Indian Large Corp,Enterprise (5000+),1.0,1.0,3.8,7,0,9,0,3,19,181,19.55,11.7,0.39
Data Scientist,Healthcare,Bachelor's,Pune,MNC,Small (<50),0.3,0.1,3.4,4,1,4,0,8,45,151,22.14,10.7,0.35
HR Manager,Startup,Master's,Ahmedabad,MNC,Small (<50),6.6,0.7,2.7,4,2,16,1,7,47,182,17.72,7.8,0.33
Fresher / Junior Dev,Media & Entertainment,MBA,Bangalore,Government/PSU,Mid (50-500),12.8,5.2,1.9,4,2,31,3,8,14,165,15.81,4.8,0.3
ML Engineer,Education,Bachelor's,Bangalore,Government/PSU,Large (500-5000),0.6,0.4,3.2,7,1,4,0,5,64,195,19.33,7.5,0.32
HR Manager,Education,MBA,Delhi NCR,MNC,Large (500-5000),1.3,1.1,5.0,6,1,12,0,0,4,182,24.53,15.1,0.51
Data Analyst,Media & Entertainment,MBA,Tier-2 City,Government/PSU,Small (<50),6.5,1.1,3.2,6,1,19,3,9,21,144,12.02,8.6,0.49
Cybersecurity Analyst,IT / Software,Master's,Kolkata,Mid-size,Large (500-5000),0.9,0.9,2.0,4,0,10,2,6,15,162,18.95,8.4,0.69
Software Engineer,Finance & Banking,Bachelor's,Chennai,Indian Large Corp,Small (<50),2.3,0.2,3.6,5,2,12,1,4,11,186,20.47,10.9,0.53
Tech Lead,Consulting,PhD,Delhi NCR,MNC,Large (500-5000),1.8,1.8,2.3,3,0,4,0,8,3,130,40.0,7.3,0.28
Sales Executive,E-Commerce,Bachelor's,Ahmedabad,Startup,Mid (50-500),2.0,1.1,2.9,5,0,9,0,0,3,134,14.82,13.5,0.33
ML Engineer,Government/PSU,High School,Bangalore,Mid-size,Mid (50-500),1.9,0.3,4.0,3,1,10,1,1,24,186,20.09,12.7,0.44
Senior Software Engineer,IT / Software,Diploma,Chennai,Mid-size,Enterprise (5000+),5.7,5.1,3.3,9,1,16,1,3,21,202,29.56,8.7,0.51
Sales Executive,Manufacturing,Master's,Bangalore,Indian Large Corp,Large (500-5000),0.6,0.6,3.4,6,0,7,2,2,23,187,21.84,12.8,0.83
Cloud Architect,Consulting,High School,Pune,MNC,Large (500-5000),0.1,0.1,3.6,4,0,6,0,7,7,183,29.88,11.0,0.41
UI/UX Designer,Government/PSU,Master's,Kolkata,Mid-size,Mid (50-500),0.7,0.7,2.6,4,2,16,0,7,12,196,12.75,6.4,0.29
Fresher / Junior Dev,Government/PSU,PhD,Chennai,Government/PSU,Large (500-5000),1.9,1.7,3.5,2,1,10,0,0,27,139,12.69,10.0,0.28
Data Analyst,Education,PhD,Mumbai,Startup,Mid (50-500),4.3,4.3,3.7,5,1,15,3,0,13,178,25.53,7.9,0.61
Sales Executive,Consulting,Bachelor's,Mumbai,MNC,Large (500-5000),1.2,0.4,1.6,5,0,8,0,5,2,170,15.87,5.0,0.22
Marketing Manager,Government/PSU,Bachelor's,Remote,Startup,Mid (50-500),9.9,1.7,3.0,4,1,22,4,4,3,150,23.98,9.3,0.4
QA Engineer,Government/PSU,Bachelor's,Bangalore,Mid-size,Enterprise (5000+),16.4,3.2,3.1,6,0,30,5,6,62,194,27.56,9.8,0.36
Finance Analyst,IT / Software,PhD,Mumbai,Startup,Large (500-5000),1.3,1.3,3.6,4,3,8,2,3,6,186,30.01,12.5,0.72
Operations Manager,E-Commerce,PhD,Bangalore,Indian Large Corp,Enterprise (5000+),1.9,0.4,3.2,5,1,11,1,8,12,180,35.49,11.6,0.47
Senior Software Engineer,Finance & Banking,Diploma,Hyderabad,Mid-size,Large (500-5000),5.4,5.4,3.5,4,1,16,2,0,42,234,27.93,8.2,0.4
Cybersecurity Analyst,IT / Software,MBA,Remote,Indian Large Corp,Enterprise (5000+),2.5,2.5,2.2,3,1,10,1,1,14,194,28.42,7.5,0.31
Cloud Architect,Government/PSU,Bachelor's,Mumbai,Government/PSU,Mid (50-500),11.9,9.0,3.5,7,0,27,4,11,2,200,27.39,10.8,0.45
Operations Manager,Education,Bachelor's,Chennai,Mid-size,Mid (50-500),1.6,0.3,3.0,4,1,13,1,7,4,168,12.97,10.2,0.36
Data Scientist,E-Commerce,High School,Ahmedabad,Government/PSU,Enterprise (5000+),2.3,0.7,4.5,4,1,12,0,0,7,184,17.05,11.5,0.43
Sales Executive,Manufacturing,High School,Pune,Startup,Mid (50-500),0.0,0.0,3.0,5,0,4,1,6,65,160,14.19,10.6,0.53
Engineering Manager,Government/PSU,Bachelor's,Hyderabad,MNC,Mid (50-500),8.8,0.7,2.5,5,2,27,2,1,6,187,41.4,7.8,0.25
Data Analyst,E-Commerce,Master's,Ahmedabad,MNC,Large (500-5000),2.4,0.4,3.3,2,1,9,0,5,18,163,20.52,9.6,0.32
Cloud Architect,Finance & Banking,PhD,Tier-2 City,Government/PSU,Large (500-5000),2.0,1.6,3.3,2,2,10,2,0,2,162,24.17,11.9,0.43
Marketing Manager,E-Commerce,Diploma,Chennai,Government/PSU,Mid (50-500),4.2,2.0,3.0,5,0,14,3,0,23,170,17.61,9.1,0.45
Data Scientist,E-Commerce,Diploma,Hyderabad,Startup,Small (<50),2.6,1.6,3.0,7,1,10,1,8,14,229,23.71,11.2,0.45
Cloud Architect,Startup,MBA,Chennai,Startup,Mid (50-500),1.4,1.4,3.5,3,2,7,1,5,33,182,31.52,13.1,0.38
Engineering Manager,Finance & Banking,High School,Pune,Startup,Enterprise (5000+),5.2,1.2,3.8,3,1,13,2,4,23,194,56.34,10.6,0.42
Operations Manager,Education,Master's,Remote,MNC,Mid (50-500),1.6,1.6,3.1,4,1,16,1,4,11,195,23.19,9.9,0.42
DevOps Engineer,Finance & Banking,PhD,Ahmedabad,Startup,Large (500-5000),8.8,1.5,3.5,3,2,21,3,0,52,191,31.17,11.4,0.32
ML Engineer,Startup,MBA,Delhi NCR,Indian Large Corp,Enterprise (5000+),1.6,0.2,2.0,7,1,10,0,8,16,200,26.64,4.9,0.34
Operations Manager,Finance & Banking,High School,Tier-2 City,Indian Large Corp,Large (500-5000),7.0,7.0,4.2,2,1,19,1,10,53,177,19.97,11.8,0.48
Product Manager,Consulting,Diploma,Hyderabad,Mid-size,Large (500-5000),5.0,5.0,2.4,5,0,10,1,0,21,188,24.63,5.1,0.31
Data Analyst,Healthcare,Bachelor's,Tier-2 City,Mid-size,Mid (50-500),3.6,3.6,4.1,4,1,13,0,0,12,174,13.96,13.1,0.4
Marketing Manager,Media & Entertainment,MBA,Mumbai,Government/PSU,Mid (50-500),3.6,0.1,3.4,2,3,14,0,10,43,166,19.88,7.1,0.32
Tech Lead,E-Commerce,MBA,Delhi NCR,Government/PSU,Large (500-5000),6.8,2.0,3.8,5,1,16,2,7,14,168,38.44,13.3,0.35
Tech Lead,IT / Software,High School,Mumbai,MNC,Large (500-5000),7.9,2.8,4.1,3,1,28,2,1,60,192,47.39,9.6,0.44
Business Analyst,Education,MBA,Remote,MNC,Enterprise (5000+),7.5,0.6,4.7,5,2,19,1,7,53,208,32.83,15.0,0.48
Sales Executive,Manufacturing,Bachelor's,Ahmedabad,Indian Large Corp,Enterprise (5000+),5.1,0.8,2.9,6,0,11,2,10,16,175,17.04,7.8,0.4
Marketing Manager,Finance & Banking,Master's,Bangalore,Indian Large Corp,Enterprise (5000+),5.6,2.1,4.0,2,3,21,2,8,31,192,37.54,11.5,0.42
UI/UX Designer,Government/PSU,Master's,Hyderabad,Mid-size,Mid (50-500),2.0,0.1,3.9,3,1,15,0,5,13,154,17.17,13.4,0.42
DevOps Engineer,Consulting,PhD,Chennai,Startup,Mid (50-500),6.1,1.8,3.9,4,0,17,2,4,23,198,29.56,11.7,0.44
Cloud Architect,Media & Entertainment,MBA,Mumbai,Mid-size,Mid (50-500),1.6,0.3,3.0,6,0,7,1,1,26,199,27.32,7.4,0.44
QA Engineer,Manufacturing,High School,Ahmedabad,Indian Large Corp,Mid (50-500),3.6,1.3,4.5,8,2,11,1,14,9,157,16.6,12.5,0.61
Data Scientist,Manufacturing,High School,Kolkata,Government/PSU,Enterprise (5000+),5.2,4.3,2.7,7,0,20,1,7,100,187,17.02,10.1,0.39
HR Manager,Consulting,Diploma,Remote,Mid-size,Mid (50-500),0.6,0.2,3.9,2,2,13,1,3,1,192,14.2,13.2,0.53
Product Manager,Media & Entertainment,Master's,Ahmedabad,Startup,Large (500-5000),1.8,1.8,2.0,9,1,3,0,9,0,153,26.69,4.3,0.34
Fresher / Junior Dev,Finance & Banking,High School,Kolkata,Government/PSU,Enterprise (5000+),0.9,0.9,2.3,4,2,10,1,3,6,171,10.32,8.4,0.47
HR Manager,Startup,Diploma,Chennai,MNC,Small (<50),1.0,1.0,2.6,4,0,7,1,9,7,165,12.25,7.0,0.49
Marketing Manager,Startup,Master's,Ahmedabad,Mid-size,Small (<50),1.0,0.4,3.0,6,1,16,0,7,19,176,11.25,9.3,0.32
Data Scientist,E-Commerce,Master's,Pune,Mid-size,Enterprise (5000+),1.0,0.2,2.9,6,2,7,1,13,19,173,25.98,9.6,0.62
Cloud Architect,Education,High School,Bangalore,Government/PSU,Mid (50-500),2.5,1.3,4.0,6,2,12,0,0,12,161,19.11,12.9,0.42
Cloud Architect,Manufacturing,MBA,Mumbai,Startup,Enterprise (5000+),0.6,0.2,4.3,5,1,10,0,10,8,195,41.47,13.3,0.34
Sales Executive,Startup,Bachelor's,Remote,MNC,Mid (50-500),0.8,0.8,2.9,5,1,7,0,6,0,199,16.47,9.2,0.38
Data Scientist,Consulting,Master's,Chennai,Government/PSU,Large (500-5000),1.1,1.1,3.9,6,2,9,0,9,23,182,20.36,10.4,0.38
ML Engineer,Startup,Diploma,Tier-2 City,Startup,Small (<50),13.8,0.9,3.3,2,1,28,3,3,14,188,22.62,11.0,0.28
Senior Software Engineer,E-Commerce,High School,Chennai,Startup,Enterprise (5000+),8.5,1.5,2.2,2,0,20,3,6,59,176,31.78,7.7,0.18
ML Engineer,Media & Entertainment,MBA,Delhi NCR,Mid-size,Large (500-5000),0.1,0.1,4.0,5,2,12,0,2,11,190,22.03,12.5,0.39
Product Manager,Startup,Master's,Pune,Government/PSU,Large (500-5000),1.5,0.4,3.2,4,2,9,1,0,12,190,23.58,12.4,0.5
Operations Manager,Media & Entertainment,MBA,Ahmedabad,Government/PSU,Large (500-5000),0.1,0.1,4.0,1,0,8,1,0,29,161,12.43,12.5,0.47
Fresher / Junior Dev,Consulting,High School,Chennai,MNC,Enterprise (5000+),13.0,0.7,3.7,6,1,30,4,0,0,178,21.31,15.3,0.48
Tech Lead,IT / Software,Bachelor's,Remote,Startup,Large (500-5000),13.0,3.0,2.6,5,2,31,4,12,22,175,45.44,8.3,0.43
Tech Lead,Healthcare,MBA,Bangalore,Government/PSU,Enterprise (5000+),3.8,2.1,3.8,5,0,17,1,9,72,178,32.67,11.4,0.5
Product Manager,Startup,MBA,Kolkata,Indian Large Corp,Mid (50-500),0.4,0.2,2.0,7,1,7,0,7,25,133,22.2,4.0,0.32
Senior Software Engineer,Finance & Banking,MBA,Hyderabad,MNC,Enterprise (5000+),13.8,0.5,3.4,6,3,25,4,3,49,197,60.64,9.0,0.54
